Id,EntityType,Name,PlantDef,X,Y,Width,Height,Angle,FillOverride,StrokeOverride,DatePlanted,AcquiredFrom,TimeAltered,TimeAdded
7a975c39-2246-470a-af73-2a3237ad2961,0,,72,4233.1580000000004,1448.5795000000001,37.856636000000002,36.759341999999997,0,,,2022-04-16 00:00:00.0000000,Panaewa Zoo Plant Sale,2023-07-05 02:08:52.0020035,2023-07-05 02:03:19.7483284
7abdeb3e-964f-4550-ab61-e149ce68cc57,0,,185,4331.4967608476427,1619.9013687934462,18.160846040181241,17.863127252637241,0,,,2023-10-27 00:00:00.0000000,Aloha Tropicals,2023-10-28 06:44:10.2698689,2023-10-28 06:41:01.9651011
7ce7ff19-2e12-4ca9-b564-eede643bf9b1,0,,16,8424.8070000000007,7690.8909999999996,19.120163000000002,18.384771000000001,0,,,2023-01-14 00:00:00.0000000,Kona,2023-07-23 18:10:36.5054197,2023-07-06 03:38:36.8185549
7d0d1cf2-eac7-4b59-a305-d24ea1d71b1b,0,,144,5092.3306748472323,2176.6906924725031,36.382736691671198,32.744463022504078,0,,,2022-03-20 00:00:00.0000000,Kona,2023-07-06 22:21:03.9125810,2023-07-06 22:19:42.1000091
7d6aee02-f03f-44bf-a158-02fab352b835,0,,138,6353.2588322898173,3050.2488564906771,20.848583000000001,19.202642000000001,0,,,2023-04-14 00:00:00.0000000,Plant Group Hawaii,2023-10-24 01:32:41.7979439,2023-07-06 05:18:01.3289218
7e0f4a52-9402-45ce-aeec-95c1ebf429da,0,,183,3579.050312912354,862.07962370434961,19.075421111568176,21.563519517424993,0,,,,,2023-10-25 01:06:40.4576936,2023-10-25 01:06:39.0324874
7e374ef9-068f-465e-8443-083e7ffc4a20,0,,101,6277.2494999999999,3099.6482000000001,21.848027490442696,22.530780340910372,0,,,2023-06-09 00:00:00.0000000,Plant Group Hawaii,2023-10-21 18:35:06.8908962,2023-07-05 19:35:47.7929927
8029dae4-ae69-439b-b46f-3408b17e54dc,0,,113,6317.9214388426917,3589.777290907482,23.648779000000001,23.648779000000001,0,,,2023-01-21 00:00:00.0000000,Yamil Matos,2024-08-14 06:27:14.7008354,2023-07-05 23:04:22.9813271
802eebcf-4724-4f7e-aa73-57381fdcd552,0,,16,10070.331885733156,8955.1986165417493,19.120163000000002,18.384771000000001,0,,,2022-09-17 00:00:00.0000000,Kona,2024-08-14 06:29:58.1602616,2023-07-06 03:43:21.8748361
8059c954-77a3-4368-b6f3-17264124f9c0,0,,16,4828.8680000000004,1919.8126999999999,29.299607999999999,29.299607999999999,0,,,2022-03-26 00:00:00.0000000,Kona,2023-07-06 23:04:29.9503526,2023-07-03 23:18:04.2223718
814e28e6-b020-42d9-a59e-598378fa7c72,0,,132,7355.0559999999996,4405.2280000000001,22.457457000000002,24.254052999999999,0,,,2023-02-12 00:00:00.0000000,Yamil Matos,2023-07-23 18:07:12.4181856,2023-07-06 04:45:44.4991271
82d3ebf5-a339-4c62-aa4a-1ae47ac37811,0,,13,3669.7339999999999,1102.6139000000001,21.768808237314939,21.768433356733691,0,,,2022-03-19 00:00:00.0000000,Kona,2023-07-06 23:01:52.4555252,2023-05-23 04:10:37.1305929
8315a456-ccc3-46d1-a0bf-8c0468705254,0,,135,7081.192,3907.3989999999999,19.100172000000001,18.693784999999998,0,,,2022-11-11 00:00:00.0000000,Yamil Matos,2023-07-23 18:06:50.8490842,2023-07-06 05:05:45.0133935
836fc0c2-780e-46d7-b9dc-4540102ba9a4,0,,165,6444.9347564820091,4034.2585613265123,28.970569540198994,28.970569540198539,0,,,2023-09-29 00:00:00.0000000,Big Island Nurserymen Plant Sale,2023-10-21 19:06:12.1808835,2023-10-21 18:40:18.4318582
83c56bce-36df-4e97-afd9-adcdaa5dfdc3,0,,187,4142.6187,1642.3523,27.527788000000001,27.527788000000001,0,,,2023-11-24 00:00:00.0000000,Plant Group Hawaii,2024-05-19 08:14:18.6695551,2023-12-18 00:09:33.0282298
8469cfa8-b69b-4e5f-a779-017bd996f34f,0,,199,3806.7950020741855,1261.0492031915815,16.169176,16.169176,0,,,2024-04-20 00:00:00.0000000,Andy Plantman,2024-06-29 07:11:29.2812523,2024-04-20 23:13:23.5136116
8469e5b9-fa2b-4f9b-91e1-8289ad8fa48c,0,,13,2074.4429999999998,428.85921999999999,40.898795999999997,37.645479999999999,0,,,2022-11-05 00:00:00.0000000,Big Island Nurserymen Plant Sale,2024-09-23 20:22:57.3349627,2023-05-01 00:10:42.8017300
84edc049-ce05-4f19-a0f7-70dacd620c7e,0,,116,7656.8306000000002,5331.1729999999998,20.299935999999999,19.202642000000001,0,,,2022-11-12 00:00:00.0000000,Gift,2024-08-12 05:04:21.9618389,2023-07-05 23:18:53.9889194
85f00e61-ce7e-4c40-808a-c36bd618b4bf,0,,197,7633.9354999999996,5250.7740000000003,21.569179999999999,21.569179999999999,0,,,2024-04-20 00:00:00.0000000,Big Island Nurserymen Plant Sale,2024-08-12 05:04:31.7899976,2024-04-20 22:42:27.7785092
88e8d660-3a58-486e-b7c1-b3ea41ca3bcf,0,,124,7885.9740000000002,5987.6009999999997,20.240722999999999,19.341135000000001,0,,,2023-04-14 00:00:00.0000000,Plant Group Hawaii,2024-09-23 20:30:18.9905062,2023-07-06 03:26:30.8532721
89a7fe33-e849-4831-a7b9-59bf95c8fa75,0,,111,7015.6809999999996,3657.8078999999998,25.786405999999999,25.786405999999999,0,,,2021-01-01 00:00:00.0000000,The farm,2023-07-23 18:06:39.0525416,2023-07-06 04:51:03.5906796
